Timestamp;a;b;q;d;hElAngle;hElvelocity
1782000;-851;1005;332;1178;-26039;42
1783000;-867;1165;37;1189;-23815;42
1784000;-915;829;320;1067;-21591;42
1785000;-1187;221;605;966;-19079;42
1786000;-947;29;529;748;-16747;42
1787000;-643;-339;614;802;-14227;42
1788000;-515;-195;725;972;-12267;42
1789000;-227;-563;531;784;-10027;42
1790000;-211;-739;635;744;-8015;42
1791000;-83;-771;478;822;-5863;42
1792000;45;-1027;489;713;-3639;42
1793000;317;-1123;414;1333;-1415;42
1794000;461;-1171;502;1098;809;42
1795000;813;-1395;553;1366;2889;42
1796000;1117;-1331;804;1208;5077;42
1797000;1133;-1571;123;1794;7177;42
1798000;1517;-1475;355;1496;9557;42
1799000;1309;-1251;-19;1435;12373;42
1800000;1005;-275;455;940;14769;42
1801000;797;-131;294;806;16997;42
1802000;845;397;599;769;19237;42
1803000;445;-115;120;541;21477;42
1804000;381;237;133;583;23597;42
1805000;413;829;451;820;25785;42
1806000;77;717;271;621;28009;42
1807000;13;1037;392;1273;30233;42
1808000;-371;957;442;880;32457;42
1809000;-531;1373;567;1008;-30783;42
1810000;-1059;1053;836;912;-28523;42
1811000;-1155;1085;458;1266;-26143;42
1812000;-1251;637;609;950;-24043;42
1813000;-851;861;167;892;-21803;42
1814000;-1043;237;670;754;-19671;42
1815000;-643;285;450;852;-17479;42
1816000;-755;-131;595;768;-15255;42
1817000;-835;-99;584;1140;-13031;42
1818000;-547;-355;426;784;-10807;42
1819000;-307;-403;368;1145;-8631;42
1820000;-195;-867;445;876;-6423;42
1821000;29;-1251;531;1210;-4199;42
1822000;381;-867;666;1061;-1975;42
1823000;253;-1475;512;1593;110;42
1824000;941;-1443;711;1283;2677;42
1825000;1117;-1411;793;1157;4777;42
1826000;1117;-1635;460;1459;7001;42
1827000;1293;-1267;385;1265;9225;42
1828000;925;-947;-70;1241;11449;42
1829000;1165;-643;403;998;13733;42
1830000;1229;125;922;1227;15977;42
1831000;909;-163;177;1024;18201;42
1832000;797;-259;107;962;20425;42
1833000;781;141;154;1072;22649;42
1834000;477;477;190;875;24729;42
1835000;237;1149;588;1256;26917;42
1836000;-147;1405;708;1389;29157;42
1837000;-515;1613;754;1633;31677;42
1838000;-867;1629;868;1384;-31899;42
1839000;-1107;1469;1060;1236;-29863;42
1840000;-1363;1277;983;1274;-27703;42
1841000;-1427;1213;862;1461;-25479;42
1842000;-1155;1357;390;1463;-23394;42
1843000;-1507;637;890;1347;-21031;42
1844000;-1203;797;20;1178;-18963;42
1845000;-1235;221;457;1216;-16791;42
1846000;-1283;237;492;1056;-14706;42
1847000;-1155;-131;408;1201;-12343;42
1848000;-755;-707;513;1163;-8931;42
1849000;61;-787;629;670;-6103;42
1850000;333;-963;544;470;-4155;42
1851000;301;-1011;561;653;-1915;42
1852000;445;-755;560;715;325;42
1853000;829;-451;520;853;2565;42
1854000;653;-835;465;866;3233;42
1855000;925;-1683;594;1741;5009;42
1856000;1677;-1875;905;1835;7245;42
1857000;1837;-2131;270;2158;9453;42
1858000;1997;-1331;313;1923;12897;42
1859000;1053;-99;585;965;15469;42
1860000;877;237;605;437;17685;42
1861000;445;205;307;594;20065;42
1862000;221;269;387;473;22165;42
1863000;301;813;638;985;24069;42
1864000;317;925;541;873;26035;42
1865000;-115;781;480;699;28381;42
1866000;-307;925;566;706;30589;42
1867000;-547;877;527;740;-32739;42
1868000;-611;1149;362;1136;-30291;42
1869000;-643;1021;596;542;-27991;42
1870000;-883;557;605;689;-25767;42
1871000;-931;413;640;686;-23543;42
1872000;-675;541;393;705;-21041;42
1873000;-915;93;718;704;-19586;42
1874000;-739;333;160;827;-17383;42
1875000;-1027;-195;826;1043;-15171;42
1876000;-691;-243;32;430;-12963;42
1877000;-451;-563;549;872;-10893;42
1878000;-515;-771;762;1084;-8331;41
1879000;-35;-931;524;686;-6063;41
1880000;45;-867;531;1015;-3871;41
1881000;541;-691;624;413;-1816;41
1882000;493;-1139;571;1083;513;41
1883000;877;-1267;275;1427;2666;42
1884000;1197;-1651;688;1562;4453;42
1885000;1485;-1507;641;1784;6669;42
1886000;1725;-1219;1159;1424;8877;42
1887000;1581;-1155;525;1468;11085;42
1888000;1517;-563;739;1403;13629;41
1889000;1021;-483;201;1014;15925;41
1890000;925;-51;329;940;18113;41
1891000;957;109;297;999;20305;41
1892000;653;77;184;836;22497;41
1893000;429;493;349;915;24665;42
1894000;237;861;437;1101;26861;42
1895000;-115;1181;552;1312;29345;42
1896000;-307;1293;556;1127;31139;42
1897000;-579;1821;662;1427;-32051;42
1898000;-1267;1469;1060;1229;-29927;42
1899000;-1427;1325;1083;1348;-27747;42
1900000;-1347;1389;455;1521;-25677;42
1901000;-1491;909;816;1238;-23331;42
1902000;-1363;637;706;1056;-21123;42
1903000;-1123;573;523;1313;-19011;42
1904000;-1299;141;708;1208;-16973;42
1905000;-1171;-19;324;905;-14627;42
1906000;-1107;-275;498;1247;-12419;42
1907000;-819;-515;361;1201;-9407;42
1908000;-131;-819;617;864;-6967;42
1909000;61;-899;554;885;-4759;42
1910000;237;-1027;621;989;-2674;42
1911000;525;-1139;668;1061;-311;42
1912000;637;-1411;479;1305;1913;42
1913000;877;-1203;633;1133;3093;42
1914000;1341;-1779;724;1869;5005;42
1915000;1757;-1811;982;1746;7229;42
1916000;2061;-1475;1024;1911;9437;42
1917000;1949;-1299;70;1768;12665;42
1918000;1453;-19;938;1122;15165;42
1919000;749;-387;-88;700;17369;42
1920000;701;29;232;831;19593;42
1921000;621;29;142;838;21817;42
1922000;637;893;501;1199;24557;42
1923000;-243;605;538;86;26941;42
1924000;-275;605;533;455;29173;42
1925000;-451;637;568;297;31413;42
1926000;-611;509;582;260;-31883;42
1927000;-803;717;523;629;-30327;42
1928000;-723;1149;301;1214;-28303;42
1929000;-867;973;280;1107;-26083;42
1930000;-995;989;162;1163;-23875;42
1931000;-1107;765;442;1081;-21529;42
1932000;-1059;493;162;920;-19099;42
1933000;-611;333;35;593;-16759;42
1934000;-803;-467;883;1016;-14663;42
1935000;-627;-355;365;727;-12283;42
1936000;-291;-563;548;680;-10043;42
1937000;-35;-611;452;410;-8019;42
1938000;45;-547;439;410;-5863;42
1939000;-83;-1331;555;1160;-3639;42
1940000;205;-1155;417;1046;-1415;42
1941000;717;-1059;667;604;809;42
1942000;893;-1043;862;751;2889;42
1943000;1261;-1299;856;1382;5217;42
1944000;1581;-1187;1121;1345;7317;42
1945000;1693;-979;960;1497;9557;42
1946000;1389;-979;120;1316;12373;42
1947000;829;-227;683;895;14769;42
1948000;1021;253;880;995;16997;42
1949000;861;333;717;901;19237;42
1950000;717;477;445;768;21477;42
1951000;301;333;277;584;23597;42
1952000;237;509;277;626;25785;42
1953000;-99;541;318;567;28009;42
1954000;-131;989;452;832;30233;42
1955000;-371;925;510;824;32596;42
1956000;-691;1085;677;845;-30783;42
1957000;-1075;925;761;826;-28523;42
1958000;-1107;701;760;727;-26283;42
1959000;-1075;637;733;799;-24043;42
1960000;-899;797;-40;885;-21803;42
1961000;-819;525;399;777;-19671;42
1962000;-963;-115;727;821;-17618;42
1963000;-851;-83;287;593;-15255;42
1964000;-659;-371;579;819;-13031;42
1965000;-483;-403;496;803;-10807;42
1966000;-115;-195;164;372;-8631;42
1967000;-35;-451;328;385;-6562;42
1968000;-19;-819;416;940;-4199;42
1969000;189;-1251;489;1188;-1975;42
1970000;557;-1411;604;1223;249;42
1971000;1005;-1555;761;1385;2317;42
1972000;1229;-1555;751;1635;4489;42
1973000;1421;-1571;631;1652;6713;42
1974000;1405;-1347;445;1539;8937;42
1975000;1357;-1107;377;1387;11161;42
1976000;1405;-819;319;1171;13673;42
1977000;1021;-195;418;997;15993;42
1978000;1037;13;451;1011;18078;42
1979000;829;-323;-136;730;20441;42
1980000;573;77;2;666;22665;42
1981000;493;429;328;1004;24733;42
1982000;221;1021;574;1195;26917;42
1983000;109;1741;675;1931;29157;42
1984000;-515;1213;631;1144;31397;42
1985000;-899;1325;884;1182;-31899;42
1986000;-1347;1389;1318;1381;-29863;42
1987000;-1107;1757;471;1715;-27703;42
1988000;-1427;1245;1143;1405;-25479;42
1989000;-1731;1085;1008;1425;-23394;42
1990000;-1155;941;460;1262;-21031;42
1991000;-1299;349;742;1199;-18963;42
1992000;-1443;205;639;1388;-16791;42
1993000;-1363;237;462;1406;-14567;42
1994000;-1251;-179;661;1336;-12343;42
1995000;-643;-323;287;714;-8919;42
1996000;333;-515;461;20;-6343;42
1997000;509;-467;539;138;-4111;42
1998000;381;-867;514;554;-1855;42
1999000;493;-771;505;672;401;42
2000000;493;-995;180;829;2516;42
2001000;621;-755;406;798;3257;42
2002000;1165;-1683;691;1708;5021;42
2003000;1725;-1907;665;2022;7261;42
2004000;1949;-1955;543;2099;9469;42
2005000;2109;-1075;916;1900;12901;42
2006000;1341;77;1023;1084;15469;42
2007000;685;-51;409;702;17685;42
2008000;381;-179;88;316;19925;42
2009000;157;29;61;161;22165;42
2010000;333;749;623;1013;24069;42
2011000;93;525;332;612;26173;42
2012000;-51;829;505;720;28381;42
2013000;-339;893;477;745;30589;42
2014000;-499;845;606;768;-32739;42
2015000;-579;1533;371;1214;-30291;42
2016000;-627;1101;232;1037;-28130;42
2017000;-915;637;547;790;-25767;42
2018000;-755;717;227;722;-23543;42
2019000;-867;221;723;704;-21319;42
2020000;-835;-51;779;649;-19479;42
2021000;-995;-19;787;876;-17244;42
2022000;-867;-227;617;992;-15171;42
2023000;-675;-355;589;928;-12963;42
2024000;-339;-259;219;408;-10755;42
2025000;-243;-659;499;599;-8331;41
2026000;189;-419;414;264;-6200;41
2027000;333;-691;363;794;-3460;41
2028000;157;-1235;500;1088;-1679;41
2029000;525;-1187;438;1011;513;41
2030000;797;-1091;648;972;2345;42
2031000;957;-1619;535;1777;4453;42
2032000;1325;-1955;366;1748;6669;42
2033000;1581;-1299;684;1511;8877;42
2034000;1805;-707;1068;1460;11361;42
2035000;1581;-403;1087;1226;13629;41
2036000;1069;-211;392;995;15925;41
2037000;925;-51;391;943;17976;41
2038000;749;29;185;871;20305;41
2039000;637;205;278;972;22497;41
2040000;685;797;423;578;24665;42
2041000;45;813;422;578;26861;42
2042000;-3;1133;550;1192;29069;42
2043000;-355;1277;632;1261;31139;42
2044000;-755;1373;871;1336;-32051;42
2045000;-1075;1565;952;1520;-29927;42
2046000;-1267;1821;473;1681;-27471;42
2047000;-1363;1469;441;1527;-25539;42
2048000;-1187;1453;19;1381;-23331;42
2049000;-1491;701;910;1210;-21123;42
2050000;-1283;333;696;1169;-19011;42
2051000;-1299;-147;1050;1288;-16835;42
2052000;-1203;-83;539;1262;-14627;42
2053000;-1107;-163;436;1389;-12419;42
2054000;-835;-515;433;1194;-9407;42
2055000;-131;-787;544;833;-6967;42
2056000;109;-915;573;901;-4759;42
2057000;269;-1235;575;1232;-2535;42
2058000;429;-1331;588;1192;-172;42
2059000;733;-1283;591;1297;1913;42
2060000;877;-1219;633;1301;3093;42
2061000;1437;-1907;730;1841;5005;42
2062000;1741;-1939;643;2054;7229;42
2063000;1805;-1795;526;2020;9437;42
2064000;1821;-1379;409;1812;12665;42
2065000;1405;-83;1062;1154;15165;42
2066000;1053;205;820;1172;17369;42
2067000;717;13;168;868;19593;42
2068000;637;221;490;1069;21817;42
2069000;157;413;342;323;24557;42
2070000;-51;573;441;469;26941;42
2071000;-243;701;464;1029;29173;42
2072000;-467;477;595;398;31413;42
2073000;-579;669;477;388;-31883;42
2074000;-771;349;832;258;-30327;42
2075000;-931;893;706;796;-28444;42
2076000;-1043;925;723;896;-26083;42
2077000;-867;1101;-27;1151;-23875;42
2078000;-1155;701;602;1017;-21667;42
2079000;-1107;205;613;999;-19099;42
2080000;-1075;-227;610;683;-16759;42
2081000;-563;-19;11;532;-14523;42
2082000;-579;-419;484;733;-12143;42
2083000;-339;-563;513;717;-10043;42
2084000;-131;-675;471;499;-8019;42
2085000;-99;-1059;545;979;-5863;42
2086000;61;-1123;531;1051;-3639;42
2087000;333;-1123;525;945;-1415;42
2088000;429;-1267;454;1098;809;42
2089000;829;-1299;433;1265;2889;42
2090000;1053;-1539;543;1467;5077;42
2091000;1309;-1411;498;1494;7317;42
2092000;1533;-1267;94;1614;9557;42
2093000;1453;-1123;114;1444;12373;42
2094000;861;-547;161;888;14906;42
2095000;829;-131;413;776;16997;42
2096000;605;45;345;619;19237;42
2097000;685;445;622;948;21477;42
2098000;365;477;284;286;23597;42
2099000;109;445;345;556;25785;42
2100000;285;1085;382;991;28009;42
2101000;-179;813;378;824;30233;42
2102000;-307;989;511;826;32457;42
2103000;-707;877;684;848;-30783;42
2104000;-1091;957;789;799;-28523;42
2105000;-1091;1053;540;1171;-26283;42
2106000;-1091;829;684;894;-24043;42
2107000;-1139;237;1037;766;-21803;42
2108000;-1043;221;702;802;-19671;42
2109000;-915;-3;697;792;-17618;42
2110000;-723;-131;564;775;-15255;42
2111000;-675;-243;454;783;-13031;42
2112000;-467;-339;335;601;-10807;42
2113000;-435;-867;516;861;-8631;42
2114000;-243;-787;488;965;-6423;42
2115000;-67;-995;444;972;-4338;42
2116000;205;-1075;577;1116;-1975;42
2117000;317;-1587;444;1578;249;42
2118000;925;-1587;755;1344;2443;42
2119000;1293;-1683;675;1552;4489;42
2120000;1453;-1395;267;1743;6713;42
2121000;1437;-1395;467;1564;8937;42
2122000;1597;-739;951;1273;11161;42
2123000;1133;-771;100;1180;13673;42
2124000;1085;-275;287;1004;15993;42
2125000;973;77;440;816;18217;42
2126000;1021;285;475;1027;20441;42
2127000;733;109;170;992;22665;42
2128000;589;557;452;1366;24721;42
2129000;397;1469;734;1809;26889;42
2130000;-67;1325;729;964;29252;42
2131000;-435;1501;690;1316;31337;42
2132000;-723;1853;603;1750;-31975;42
2133000;-1299;1565;981;1178;-29907;42
2134000;-1427;1517;769;1759;-27747;42
2135000;-1491;1229;777;1264;-25539;42
2136000;-1187;1181;909;1385;-23331;42
2137000;-1411;733;300;1337;-21123;42
2138000;-1299;381;529;1252;-18999;42
2139000;-1331;45;685;1333;-16807;42
2140000;-1411;-51;709;1481;-14583;42
2141000;-1027;-67;140;1024;-12359;42
2142000;-899;-835;675;1197;-8826;42
2143000;93;-947;598;735;-6519;42
2144000;173;-835;602;609;-4299;42
2145000;573;-531;570;895;-2059;42
2146000;349;-883;386;872;181;42
2147000;877;-419;703;417;2421;42
2148000;669;-707;712;477;3221;42
2149000;1229;-1667;641;1688;5065;42
2150000;1565;-2099;530;2007;7333;42
2151000;1885;-1763;595;2062;9573;42
2152000;1853;-1203;768;1686;12965;43
2153000;925;-195;429;750;15841;43
2154000;605;-51;384;568;17833;43
2155000;301;-51;400;451;20121;43
2156000;109;477;626;765;22266;43
2157000;29;541;590;1160;24466;42
2158000;45;605;422;601;26281;42
2159000;-211;669;513;629;28545;42
2160000;-515;669;523;454;30801;42
2161000;-499;781;661;566;-32479;42
2162000;-867;653;679;587;-30187;42
2163000;-851;701;480;608;-27919;42
2164000;-1155;445;821;578;-25663;42
2165000;-787;605;-85;722;-23548;42
2166000;-835;189;668;551;-21151;42
2167000;-883;-115;742;661;-19447;41
2168000;-947;-115;653;876;-17399;41
2169000;-947;-99;357;720;-15336;41
2170000;-755;-371;475;586;-13007;41
2171000;-531;-499;588;894;-10815;41
2172000;-323;-739;529;820;-8335;42
2173000;125;-627;393;353;-6047;42
2174000;77;-867;502;380;-3843;42
2175000;253;-1091;525;994;-1635;42
2176000;445;-1331;521;1009;849;42
2177000;749;-1251;654;986;2337;40
2178000;1453;-1251;1022;1578;4373;40
2179000;1549;-1667;676;1670;6402;40
2180000;1853;-1299;1102;1569;8697;40
2181000;1773;-1331;670;1670;10857;40
2182000;1661;-771;641;1535;13521;40
2183000;1133;-483;455;1102;15813;40
2184000;1213;253;899;1328;17949;40
2185000;813;-163;222;986;20093;40
2186000;797;253;396;1326;22237;40
2187000;493;317;306;1035;24537;40
2188000;61;1069;643;1653;26880;40
2189000;-211;1133;511;954;28905;40
2190000;-323;1613;516;1025;31065;40
2191000;-643;1773;586;1831;-32176;40
2192000;-1299;1517;1100;1322;-30067;40
2193000;-1459;1613;1089;1231;-27891;40
2194000;-1459;1389;554;1651;-25747;40
2195000;-1411;1405;126;1577;-23603;40
2196000;-1491;989;467;1370;-21593;40
2197000;-1587;221;1170;1254;-19123;42
2198000;-1283;141;679;1234;-16867;42
2199000;-1075;-131;617;1161;-14659;42
2200000;-899;109;21;795;-12313;42
2201000;-771;-435;337;1135;-9535;42
2202000;-19;-371;243;275;-7127;42
2203000;-35;-1123;614;969;-4931;42
2204000;253;-1075;641;996;-2723;42
2205000;749;-803;644;1079;-515;42
2206000;445;-1075;320;872;1693;42
2207000;1149;-883;1000;718;3037;42
2208000;1581;-1331;1231;1288;5005;42
2209000;1725;-1763;301;2149;7229;42
2210000;1821;-1747;425;1977;9437;42
2211000;1821;-1219;682;1703;12533;42
2212000;861;-499;110;888;14989;42
2213000;909;-243;289;950;17181;42
2214000;749;-211;-31;924;19389;42
2215000;701;141;267;805;21459;42
2216000;461;429;278;702;24393;42
2217000;-51;621;368;477;26797;42
2218000;77;829;462;589;29029;42
2219000;-611;557;581;45;31129;42
2220000;-611;589;543;804;-32027;42
2221000;-771;381;723;357;-30305;42
2222000;-979;989;711;839;-28447;42
2223000;-931;1261;160;1337;-26227;42
2224000;-1155;877;606;1060;-24019;42
2225000;-947;1101;-130;1127;-21811;42
2226000;-1171;477;578;1037;-19135;42
2227000;-867;-3;385;712;-16759;42
2228000;-915;-291;756;891;-14523;42
2229000;-467;-339;508;759;-12283;42
2230000;-227;-611;508;676;-10043;42
2231000;-3;-435;306;74;-8019;42
2232000;-99;-867;444;925;-5863;42
2233000;13;-1043;454;1013;-3778;42
2234000;461;-691;665;481;-1415;42
2235000;765;-915;527;795;809;42
2236000;781;-1075;588;1106;2762;42
2237000;1005;-1331;481;1378;5077;42
2238000;1293;-1475;390;1533;7317;42
2239000;1693;-1027;761;1421;9557;42
2240000;1405;-963;450;1406;12037;42
2241000;1133;-211;223;932;14607;42
2242000;941;-211;574;997;16847;42
2243000;653;-179;186;696;19087;42
2244000;717;493;460;814;21187;42
2245000;365;141;173;626;23543;42
2246000;173;573;490;1095;25751;42
2247000;-3;685;315;678;27821;42
2248000;-307;557;406;714;30167;42
2249000;-339;845;496;786;32375;42
2250000;-739;1021;631;860;-30917;42
2251000;-851;1309;759;1077;-28813;42
2252000;-1171;973;770;960;-26433;42
2253000;-1155;1037;812;945;-24193;42
2254000;-1107;541;582;980;-21953;42
2255000;-1091;221;707;853;-19809;42
2256000;-899;93;212;849;-17613;42
2257000;-883;-115;656;838;-15389;42
2258000;-675;-323;487;787;-13165;42
2259000;-803;-259;483;1054;-10941;42
2260000;-515;-819;505;1159;-8383;42
2261000;-307;-947;597;1314;-6429;42
2262000;-51;-1123;608;1198;-4205;42
2263000;381;-963;614;594;-2120;42
2264000;413;-1539;300;1392;243;42
2265000;653;-1571;561;1724;2323;42
2266000;1149;-1507;763;1546;4499;42
2267000;1389;-1219;960;1231;6723;42
2268000;1389;-1315;422;1491;8947;42
2269000;1341;-1091;328;1405;11171;42
2270000;1357;-611;741;1280;13563;42
2271000;1037;-355;223;973;16121;42
2272000;1021;-243;144;1029;18067;42
2273000;1133;317;479;1015;20291;42
2274000;829;109;133;939;22515;42
2275000;797;829;533;771;24703;42
2276000;173;1085;674;1027;26927;42
2277000;-115;1277;755;1547;29167;42
2278000;-195;1645;750;1336;31407;42
2279000;-867;1421;868;1089;-31889;42
2280000;-1187;1421;708;1428;-29865;42
2281000;-1331;1565;826;1348;-27709;42
2282000;-1395;1181;772;1306;-25485;42
2283000;-1219;1117;239;1476;-23261;42
2284000;-1347;557;662;1193;-21037;42
2285000;-1267;317;711;1177;-18969;42
2286000;-1315;237;413;1208;-16797;42
2287000;-1427;-83;847;1688;-14573;42
2288000;-1219;-467;982;1629;-12349;42
2289000;-835;-595;590;1211;-9033;42
2290000;237;-723;540;351;-6617;42
2291000;541;-483;513;45;-3963;42
2292000;685;-419;676;136;-1989;42
2293000;797;-579;748;276;267;42
2294000;541;-787;424;655;2382;42
2295000;621;-947;435;872;3231;42
2296000;1213;-1619;642;1728;5019;42
2297000;1677;-1875;626;1940;7255;42
2298000;1821;-1747;953;1911;9463;42
2299000;1917;-1395;239;1733;12895;42
2300000;1021;-307;479;827;15329;42
2301000;957;301;637;604;17679;42
2302000;445;173;334;530;19919;42
2303000;269;349;268;414;22159;42
2304000;61;445;423;503;24287;42
2305000;349;909;612;1175;26040;42
2306000;-99;797;534;666;28391;42
2307000;-291;845;482;685;30599;42
2308000;-483;1037;440;1175;-32729;42
2309000;-723;765;702;601;-30648;42
2310000;-963;893;754;686;-28285;42
2311000;-995;909;424;970;-26061;42
2312000;-723;1037;29;998;-23837;42
2313000;-979;605;934;999;-21752;42
2314000;-1187;29;1072;797;-19545;42
2315000;-1123;-99;989;932;-17385;42
2316000;-851;-275;631;947;-14763;42
2317000;-691;-355;577;862;-13107;42
2318000;-435;-579;684;815;-10761;42
2319000;-131;-595;474;815;-8325;41
2320000;-35;-835;487;831;-6065;41
2321000;301;-563;448;393;-4014;41
2322000;221;-963;449;939;-1685;41
2323000;669;-787;632;954;507;41
2324000;749;-1267;682;1222;2351;42
2325000;1149;-1491;1022;1224;4312;42
2326000;1437;-1603;684;1684;6801;42
2327000;1677;-1187;1025;1420;8871;42
2328000;1533;-1059;603;1605;11079;42
2329000;1757;-275;1143;1411;13623;41
2330000;1069;-147;534;1021;15919;41
2331000;1197;221;490;627;18107;41
2332000;797;45;216;836;20299;41
2333000;541;-67;77;924;22491;41
2334000;733;861;493;1068;24659;42
2335000;285;733;474;987;26855;42
2336000;125;1437;590;1369;29063;42
2337000;-387;1325;623;1103;31271;42
2338000;-819;1501;856;1199;-32057;42
2339000;-1027;1773;620;1774;-29802;42
2340000;-1571;1181;1041;1238;-27753;42
2341000;-1539;1245;855;1437;-25545;42
2342000;-1443;1053;973;1059;-23475;42
2343000;-1315;637;676;1082;-21129;42
2344000;-979;669;616;1109;-19005;42
2345000;-1283;157;684;1134;-16825;42
2346000;-1027;77;302;1089;-14617;42
2347000;-1107;-227;450;1340;-12409;42
2348000;-899;-515;344;1220;-9409;42
2349000;-259;-1027;593;820;-6961;42
2350000;125;-1027;593;900;-4471;42
2351000;573;-643;713;352;-2664;42
2352000;477;-1267;612;923;-301;42
2353000;749;-1123;587;1003;1923;42
2354000;1149;-867;1053;847;3091;42
2355000;1357;-1891;709;1789;4868;42
2356000;1741;-1907;593;2106;7239;42
2357000;1837;-1731;597;2010;9447;42
2358000;1901;-1379;57;1705;12663;42
2359000;1245;-115;603;866;15695;42
2360000;877;-195;253;885;17502;42
2361000;733;-83;98;818;19587;42
2362000;685;173;238;754;21811;42
2363000;189;445;435;860;24551;42
2364000;237;893;548;1070;26947;42
2365000;-243;861;464;780;29183;42
2366000;-579;509;697;215;31423;42
2367000;-355;877;351;790;-31873;42
2368000;-483;605;627;539;-30329;42
2369000;-723;989;678;849;-28309;42
2370000;-1027;829;626;927;-26089;42
2371000;-1075;893;509;1008;-23881;42
2372000;-1331;765;811;1119;-21535;42
2373000;-1203;349;603;1009;-19105;42
2374000;-995;-19;686;785;-16765;42
2375000;-515;125;186;479;-14529;42
2376000;-483;-211;497;1082;-12289;42
2377000;-611;-531;578;962;-10049;42
2378000;-195;-867;609;713;-8025;42
2379000;-131;-835;501;1025;-5869;42
2380000;13;-1011;495;1154;-3645;42
2381000;301;-1171;525;1097;-1560;42
2382000;493;-1203;503;1174;803;42
2383000;813;-1379;552;1337;3151;42
2384000;1085;-1395;559;1518;5087;42
2385000;1245;-1507;442;1700;7327;42
2386000;1469;-1187;608;1434;9567;42
2387000;1677;-643;919;1421;12371;42
2388000;1277;93;1112;1050;14775;42
2389000;717;-67;397;751;17007;42
2390000;701;173;450;768;19107;42
2391000;685;141;246;661;21487;42
2392000;253;269;277;472;23607;42
2393000;301;509;411;837;25795;42
2394000;45;621;302;714;28019;42
2395000;-147;861;456;830;30243;42
2396000;-435;1085;420;872;32467;42
2397000;-707;1085;651;962;-30773;42
2398000;-1011;957;776;868;-28513;42
2399000;-1075;829;750;905;-26413;42
2400000;-1043;749;634;938;-24033;42
2401000;-1107;461;386;790;-21793;42
2402000;-995;29;833;774;-19673;42
2403000;-787;237;163;700;-17485;42
2404000;-755;-147;581;852;-15261;42
2405000;-627;-259;510;830;-13037;42
2406000;-547;-275;379;789;-10813;42
2407000;-147;-163;164;437;-8625;42
2408000;-179;-867;515;1022;-6413;42
2409000;-131;-1027;506;1202;-4189;42
2410000;125;-1539;538;1496;-1965;42
2411000;509;-1539;412;1458;259;42
2412000;1197;-1187;1092;1006;2327;42
2413000;1437;-1491;900;1442;4499;42
2414000;1421;-1507;591;1640;6723;42
2415000;1437;-1395;434;1574;8947;42
2416000;1405;-1315;139;1528;11171;42
2417000;1421;-819;399;1304;13683;42
2418000;1053;-291;387;1034;15991;42
2419000;861;-179;306;947;18211;42
2420000;781;-371;-64;686;20296;42
2421000;1005;509;335;1239;22659;42
2422000;525;621;421;1066;24739;42
2423000;205;989;598;1208;26927;42
2424000;-163;1437;739;1341;29027;42
2425000;-387;1405;756;1357;31407;42
2426000;-883;1437;833;1160;-31889;42
2427000;-1219;1421;980;1428;-29865;42
2428000;-1219;1741;459;1654;-27570;42
2429000;-1411;1549;375;1635;-25624;42
2430000;-1539;1021;887;1274;-23261;42
2431000;-1395;733;596;1277;-21037;42
2432000;-1395;429;718;1144;-18969;42
2433000;-1347;45;787;1399;-16936;42
2434000;-1219;141;397;1236;-14573;42
2435000;-963;-35;135;1213;-12349;42
2436000;-787;-691;680;1255;-8925;42
2437000;93;-867;628;659;-6349;42
2438000;317;-787;554;518;-4117;42
2439000;349;-883;587;733;-1579;42
2440000;413;-819;476;616;395;42
2441000;541;-675;461;488;2651;42
2442000;557;-707;462;741;3251;42
2443000;1245;-1587;651;1727;5015;42
2444000;1757;-1891;632;2078;7255;42
2445000;1901;-1827;530;2155;9463;42
2446000;1997;-1379;395;1845;12655;42
2447000;1149;-355;371;926;15463;42
2448000;717;77;394;640;17679;42
2449000;445;-179;70;376;19919;42
2450000;573;557;680;805;22159;42
2451000;125;477;378;496;24175;42
2452000;77;621;501;547;26179;42
2453000;-115;653;426;661;28391;42
2454000;-579;1085;563;1326;30461;42
2455000;-435;1005;576;573;-32729;42
2456000;-803;925;708;651;-30281;42
2457000;-1171;941;252;1152;-27993;42
2458000;-915;653;605;774;-25912;42
2459000;-1043;413;909;770;-23549;42
2460000;-851;157;635;625;-21325;42
2461000;-899;-51;907;709;-19485;42
2462000;-947;-35;782;831;-17389;42
2463000;-803;93;207;668;-15177;42
2464000;-739;-339;570;910;-12969;42
2465000;-483;-531;634;845;-10761;42
2466000;-291;-739;586;802;-8325;41
2467000;-131;-771;499;812;-6201;41
2468000;13;-947;468;711;-3877;41
2469000;253;-1075;537;998;-1685;41
2470000;445;-1123;474;999;507;41
2471000;637;-1363;463;913;2351;42
2472000;1261;-1587;687;1559;4451;42
2473000;1469;-1635;655;1771;6939;42
2474000;1469;-1459;184;1635;8871;42
2475000;1773;-947;924;1492;11079;42
2476000;1453;-627;614;1273;13623;41
2477000;845;-51;668;1108;15919;41
2478000;1133;-51;617;1065;18107;41
2479000;829;-3;206;900;20299;41
2480000;509;109;144;976;22354;41
2481000;461;461;446;889;24659;42
2482000;-83;1005;565;1235;26855;42
2483000;141;1357;584;1206;29063;42
2484000;-387;1341;652;1218;31271;42
2485000;-675;1629;681;1216;-31919;42
2486000;-1171;1485;1015;1225;-29933;42
2487000;-1491;1437;1133;1142;-27753;42
2488000;-1267;1613;268;1669;-25683;42
